Type de sainteté,Titulaire du dossier,Nom,Statut religieux,Statut,Sexe,Id
conf.,oui,Laurentius,séculier,ecclésiastique,homme,Laurentius (1818)
conf.,oui,Laurentius,séculier,ecclésiastique,homme,Laurentius (1819)
conf.,oui,Laurentius,séculier,ecclésiastique,homme,Laurentius (1820)
martyr,oui,Laurentius,séculier,ecclésiastique,homme,Laurentius (1821)
conf.,oui,Laurentius,séculier,ecclésiastique,homme,Laurentius (1822)
conf.,oui,Laurentius,régulier,ecclésiastique,homme,Laurentius (1823)
martyr,oui,Laurianus,séculier,ecclésiastique,homme,Laurianus (1824)
conf.,oui,Laurus,régulier,ecclésiastique,homme,Laurus (1825)
conf.,oui,Lautenus,régulier,ecclésiastique,homme,Lautenus (1826)
martyr,oui,Laverius,séculier,laïc,homme,Laverius (1827)
martyr,oui,Lazarus,séculier,ecclésiastique,homme,Lazarus (1828)
martyr,oui,Lazarus,séculier,ecclésiastique,homme,Lazarus (1829)
conf.,oui,Lea,séculier,laïc,femme,Lea (1830)
conf.,oui,Leander,séculier,ecclésiastique,homme,Leander (1831)
conf.,oui,Lebuinus,séculier,ecclésiastique,homme,Lebuinus (1832)
non pertinent,oui,Lemovicenses,non pertinent,non pertinent,indéterminé,Lemovicenses (1833)
conf.,non,Leo,séculier,laïc,homme,Leo (1834)
conf.,oui,Leo,séculier,ecclésiastique,homme,Leo (1835)
conf.,oui,Leo,séculier,ecclésiastique,homme,Leo (1836)
conf.,oui,Leo,séculier,ecclésiastique,homme,Leo (1837)
conf.,oui,Leo,séculier,ecclésiastique,homme,Leo (1838)
conf.,oui,Leo,séculier,ecclésiastique,homme,Leo (1839)
conf.,oui,Leo,séculier,ecclésiastique,homme,Leo (1840)
conf.,oui,Leo,régulier,ecclésiastique,homme,Leo (1841)
martyr,oui,Leo,séculier,ecclésiastique,homme,Leo (1842)
conf.,oui,Leo,séculier,ecclésiastique,homme,Leo (1843)
conf.,oui,Leo,régulier,ecclésiastique,homme,Leo (1844)
conf.,oui,Leo,régulier,ecclésiastique,homme,Leo (1845)
conf.,oui,Leo,régulier,ecclésiastique,homme,Leo (1846)
conf.,oui,Leo,régulier,ecclésiastique,homme,Leo (1847)
conf.,oui,Leo,séculier,ecclésiastique,homme,Leo (1848)
conf.,oui,Leoba,régulier,ecclésiastique,femme,Leoba (1849)
conf.,oui,Leobardus,régulier,ecclésiastique,homme,Leobardus (1850)
conf.,non,Leobatius,régulier,ecclésiastique,homme,Leobatius (1851)
conf.,oui,Leobinus,séculier,ecclésiastique,homme,Leobinus (1852)
martyr,oui,Leocadia,séculier,laïc,femme,Leocadia (1853)
conf.,oui,Leodardus,séculier,laïc,homme,Leodardus (1854)
martyr,oui,Leodegarius,séculier,ecclésiastique,homme,Leodegarius (1855)
conf.,oui,Leodegarius,séculier,ecclésiastique,homme,Leodegarius (1856)
conf.,oui,Leodemirus,séculier,ecclésiastique,homme,Leodemirus (1857)
conf.,oui,Leonardus,régulier,ecclésiastique,homme,Leonardus (1858)
conf.,oui,Leonardus,régulier,ecclésiastique,homme,Leonardus (1859)
conf.,oui,Leonorius,séculier,ecclésiastique,homme,Leonorius (1860)
martyr,oui,Leontius,séculier,laïc,homme,Leontius (1861)
martyr,oui,Leopardinus,régulier,ecclésiastique,homme,Leopardinus (1862)
conf.,oui,Leopardus,séculier,ecclésiastique,homme,Leopardus (1863)
martyr,oui,Leopardus,séculier,laïc,homme,Leopardus (1864)
conf.,oui,Leopoldus,séculier,laïc,homme,Leopoldus (1865)
martyr,non,Leovigildus,séculier,laïc,homme,Leovigildus (1866)
conf.,oui,Letardus,séculier,ecclésiastique,homme,Letardus (1867)
conf.,oui,Leucius,séculier,ecclésiastique,homme,Leucius (1868)
martyr,non,Leucius,séculier,laïc,homme,Leucius (1869)
conf.,oui,Leutfredus,régulier,ecclésiastique,homme,Leutfredus (1870)
martyr,oui,Lewinna,séculier,laïc,femme,Lewinna (1871)
martyr,oui,Libaria,séculier,laïc,femme,Libaria (1872)
conf.,oui,Liberalis,séculier,laïc,homme,Liberalis (1873)
conf.,oui,Liberalis,séculier,ecclésiastique,homme,Liberalis (1874)
martyr,oui,Liberatus,régulier,ecclésiastique,homme,Liberatus (1875)
conf.,oui,Liberius,séculier,ecclésiastique,homme,Liberius (1876)
conf.,oui,Liberius,séculier,ecclésiastique,homme,Liberius (1877)
martyr,oui,Libertinus,séculier,ecclésiastique,homme,Libertinus (1878)
conf.,oui,Liborius,séculier,ecclésiastique,homme,Liborius (1879)
conf.,oui,Licerius,séculier,ecclésiastique,homme,Licerius (1880)
conf.,oui,Licinius,séculier,ecclésiastique,homme,Licinius (1881)
conf.,oui,Lidanus,régulier,ecclésiastique,homme,Lidanus (1882)
conf.,oui,Lidwigis,séculier,laïc,femme,Lidwigis (1883)
conf.,oui,Lietbertus,séculier,ecclésiastique,homme,Lietbertus (1884)
martyr,oui,Lietfardus,séculier,ecclésiastique,homme,Lietfardus (1885)
conf.,oui,Lifardus,régulier,ecclésiastique,homme,Lifardus (1886)
martyr,oui,Ligorius,séculier,laïc,homme,Ligorius (1887)
martyr,oui,Linus,séculier,ecclésiastique,homme,Linus (1888)
conf.,oui,Liudgerus,séculier,ecclésiastique,homme,Liudgerus (1889)
conf.,oui,Liutbirga,régulier,ecclésiastique,femme,Liutbirga (1890)
conf.,oui,Liutgardis,régulier,ecclésiastique,femme,Liutgardis (1891)
conf.,oui,Liuthardus,séculier,laïc,homme,Liuthardus (1892)
conf.,oui,Liutrudis,régulier,laïc,femme,Liutrudis (1893)
conf.,oui,Liutwinus,séculier,ecclésiastique,homme,Liutwinus (1894)
martyr,oui,Livinus,séculier,ecclésiastique,homme,Livinus (1895)
conf.,oui,Lolanus,séculier,ecclésiastique,homme,Lolanus (1896)
martyr,oui,Longinus,séculier,laïc,homme,Longinus (1897)
martyr,oui,Longinus,séculier,laïc,homme,Longinus (1898)
conf.,oui,Lonochilius,séculier,ecclésiastique,homme,Lonochilius (1899)
martyr,oui,Lubentius,séculier,ecclésiastique,homme,Lubentius (1900)
martyr,oui,Lucanus,séculier,laïc,homme,Lucanus (1901)
conf.,oui,Lucas,séculier,laïc,homme,Lucas (1902)
conf.,oui,Lucas,régulier,ecclésiastique,homme,Lucas (1903)
conf.,oui,Lucas,régulier,ecclésiastique,homme,Lucas (1904)
martyr,oui,Luceia,séculier,laïc,femme,Luceia (1905)
conf.,oui,Lucensis,régulier,laïc,homme,Lucensis (1906)
martyr,oui,Lucia,séculier,laïc,femme,Lucia (1907)
conf.,oui,Lucia,régulier,laïc,femme,Lucia (1908)
martyr,oui,Lucia,séculier,laïc,femme,Lucia (1909)
martyr,oui,Lucianus,séculier,ecclésiastique,homme,Lucianus (1910)
martyr,oui,Lucianus,séculier,ecclésiastique,homme,Lucianus (1911)
conf.,oui,Lucianus,séculier,ecclésiastique,homme,Lucianus (1912)
martyr,oui,Lucianus,séculier,laïc,homme,Lucianus (1913)
martyr,non,Lucilla,séculier,laïc,femme,Lucilla (1914)
martyr,oui,Lucilla,séculier,laïc,femme,Lucilla (1915)
martyr,non,Lucina,séculier,laïc,femme,Lucina (1916)
martyr,non,Lucius,séculier,laïc,homme,Lucius (1917)
martyr,non,Lucius,séculier,ecclésiastique,homme,Lucius (1918)
martyr,non,Lucius,séculier,laïc,homme,Lucius (1919)
conf.,oui,Lucius,séculier,ecclésiastique,homme,Lucius (1920)
conf.,oui,Lucius,séculier,laïc,homme,Lucius (1921)
conf.,oui,Lucius,séculier,laïc,homme,Lucius (1922)
conf.,oui,Ludanus,séculier,laïc,homme,Ludanus (1923)
martyr,oui,Ludmilla,séculier,laïc,femme,Ludmilla (1924)
martyr,non,Ludovicus,séculier,laïc,homme,Ludovicus (1925)
conf.,oui,Ludovicus,séculier,ecclésiastique,homme,Ludovicus (1926)
conf.,oui,Ludovicus,régulier,ecclésiastique,homme,Ludovicus (1927)
conf.,oui,Ludovicus,séculier,laïc,homme,Ludovicus (1928)
conf.,oui,Ludovicus,régulier,ecclésiastique,homme,Ludovicus (1929)
conf.,oui,Lugidus,régulier,laïc,homme,Lugidus (1930)
martyr,non,Luglianus,séculier,laïc,homme,Luglianus (1931)
martyr,oui,Luglius,séculier,ecclésiastique,homme,Luglius (1932)
conf.,oui,Lukardis,régulier,ecclésiastique,femme,Lukardis (1933)
conf.,oui,Lullus,séculier,ecclésiastique,homme,Lullus (1934)
martyr,oui,Lupentius,régulier,ecclésiastique,homme,Lupentius (1935)
martyr,oui,Lupercius,séculier,laïc,homme,Lupercius (1936)
martyr,non,Lupercus,séculier,laïc,homme,Lupercus (1937)
conf.,oui,Lupicinus,régulier,ecclésiastique,homme,Lupicinus (1938)
conf.,oui,Lupicinus,régulier,ecclésiastique,homme,Lupicinus (1939)
conf.,oui,Lupus,séculier,ecclésiastique,homme,Lupus (1940)
conf.,oui,Lupus,séculier,ecclésiastique,homme,Lupus (1941)
conf.,oui,Lupus,séculier,ecclésiastique,homme,Lupus (1942)
conf.,oui,Lupus,séculier,ecclésiastique,homme,Lupus (1943)
conf.,oui,Lupus,séculier,ecclésiastique,homme,Lupus (1944)
conf.,oui,Lusor,séculier,laïc,homme,Lusor (1945)
martyr,oui,Luxorius,séculier,laïc,homme,Luxorius (1946)
conf.,oui,Macarius,séculier,ecclésiastique,homme,Macarius (1947)
conf.,oui,Macarius,séculier,ecclésiastique,homme,Macarius (1948)
conf.,oui,Macarius,séculier,ecclésiastique,homme,Macarius (1949)
martyr,oui,Macarius,séculier,indéterminé,homme,Macarius (1950)
conf.,oui,Macarius,régulier,ecclésiastique,homme,Macarius (1951)
conf.,oui,Macarius,séculier,ecclésiastique,homme,Macarius (1952)
conf.,oui,Maccarthennus,séculier,ecclésiastique,homme,Maccarthennus (1953)
martyr,oui,Machabaei,séculier,laïc,homme,Machabaei (1954)
conf.,oui,Machanus,séculier,ecclésiastique,homme,Machanus (1955)
conf.,oui,Machutus,séculier,ecclésiastique,homme,Machutus (1956)
conf.,oui,Macnissus,séculier,ecclésiastique,homme,Macnissus (1957)
martyr,oui,Macra,séculier,laïc,femme,Macra (1958)
conf.,oui,Madelberta,régulier,ecclésiastique,femme,Madelberta (1959)
conf.,oui,Madelgisilus,régulier,laïc,homme,Madelgisilus (1960)
conf.,oui,Magdalena,séculier,laïc,femme,Magdalena (1961)
conf.,oui,Magdalveus,séculier,ecclésiastique,homme,Magdalveus (1962)
conf.,oui,Magi,séculier,laïc,homme,Magi (1963)
conf.,oui,Maglorius,séculier,ecclésiastique,homme,Maglorius (1964)
conf.,oui,Magnantia,séculier,laïc,femme,Magnantia (1965)
conf.,oui,Magnericus,séculier,ecclésiastique,homme,Magnericus (1966)
conf.,oui,Magnobodus,séculier,ecclésiastique,homme,Magnobodus (1967)
martyr,oui,Magnus,séculier,laïc,homme,Magnus (1968)
martyr,oui,Magnus,séculier,laïc,homme,Magnus (1969)
conf.,oui,Magnus,régulier,ecclésiastique,homme,Magnus (1970)
conf.,oui,Magnus,séculier,ecclésiastique,homme,Magnus (1971)
martyr,oui,Magnus,séculier,laïc,homme,Magnus (1972)
martyr,oui,Magnus,séculier,ecclésiastique,homme,Magnus (1973)
martyr,oui,Maimbodus,séculier,ecclésiastique,homme,Maimbodus (1974)
conf.,oui,Maiolus,régulier,ecclésiastique,homme,Maiolus (1975)
conf.,oui,Malachias,séculier,ecclésiastique,homme,Malachias (1976)
conf.,oui,Malchus,régulier,ecclésiastique,homme,Malchus (1977)
martyr,non,Malchus,séculier,laïc,homme,Malchus (1978)
martyr,oui,Malrubius,séculier,laïc,homme,Malrubius (1979)
martyr,oui,Mamas,séculier,laïc,homme,Mamas (1980)
conf.,oui,Mamertinus,régulier,ecclésiastique,homme,Mamertinus (1981)
conf.,oui,Mamertus,séculier,ecclésiastique,homme,Mamertus (1982)
martyr,oui,Mammarius,séculier,ecclésiastique,homme,Mammarius (1983)
conf.,oui,Manechildis,séculier,laïc,femme,Manechildis (1984)
conf.,oui,Manirus,séculier,ecclésiastique,homme,Manirus (1985)
conf.,oui,Mansuetus,séculier,ecclésiastique,homme,Mansuetus (1986)
martyr,oui,Mantius,séculier,laïc,homme,Mantius (1987)
conf.,oui,Manveus,séculier,ecclésiastique,homme,Manveus (1988)
martyr,oui,Mappalicus,séculier,laïc,homme,Mappalicus (1989)
conf.,oui,Marcella,séculier,laïc,femme,Marcella (1990)
martyr,non,Marcellianus,séculier,laïc,homme,Marcellianus (1991)
martyr,non,Marcellianus,séculier,laïc,homme,Marcellianus (1992)
conf.,oui,Marcellina,régulier,laïc,femme,Marcellina (1993)
martyr,oui,Marcellinus,séculier,ecclésiastique,homme,Marcellinus (1994)
conf.,oui,Marcellinus,séculier,ecclésiastique,homme,Marcellinus (1995)
conf.,oui,Marcellinus,séculier,ecclésiastique,homme,Marcellinus (1996)
conf.,oui,Marcellinus,séculier,ecclésiastique,homme,Marcellinus (1997)
conf.,oui,Marcellinus,séculier,ecclésiastique,homme,Marcellinus (1998)
martyr,oui,Marcellinus,séculier,ecclésiastique,homme,Marcellinus (1999)
martyr,oui,Marcellus,séculier,ecclésiastique,homme,Marcellus (2000)
martyr,oui,Marcellus,séculier,laïc,homme,Marcellus (2001)
martyr,oui,Marcellus,séculier,ecclésiastique,homme,Marcellus (2002)
martyr,oui,Marcellus,séculier,ecclésiastique,homme,Marcellus (2003)
martyr,oui,Marcellus,séculier,laïc,homme,Marcellus (2004)
martyr,oui,Marcellus,séculier,laïc,homme,Marcellus (2005)
conf.,oui,Marcellus,séculier,ecclésiastique,homme,Marcellus (2006)
martyr,oui,Marcellus,séculier,laïc,homme,Marcellus (2007)
martyr,oui,Marcellus,séculier,laïc,homme,Marcellus (2008)
martyr,oui,Marciana,séculier,laïc,femme,Marciana (2009)
martyr,non,Marcianus,séculier,laïc,homme,Marcianus (2010)
martyr,non,Marcianus,séculier,laïc,homme,Marcianus (2011)
martyr,non,Marcianus,séculier,laïc,homme,Marcianus (2012)
martyr,oui,Marcianus,séculier,laïc,homme,Marcianus (2013)
conf.,oui,Marcianus,régulier,ecclésiastique,homme,Marcianus (2014)
martyr,oui,Marcianus,séculier,ecclésiastique,homme,Marcianus (2015)
conf.,oui,Marcianus,séculier,ecclésiastique,homme,Marcianus (2016)
conf.,oui,Marcianus,séculier,ecclésiastique,homme,Marcianus (2017)
conf.,oui,Marculfus,régulier,ecclésiastique,homme,Marculfus (2018)
conf.,oui,Marculinus,régulier,ecclésiastique,homme,Marculinus (2019)
martyr,oui,Marculus,séculier,ecclésiastique,homme,Marculus (2020)
martyr,non,Marcus,séculier,laïc,homme,Marcus (2021)
martyr,oui,Marcus,séculier,ecclésiastique,homme,Marcus (2022)
conf.,oui,Marcus,séculier,ecclésiastique,homme,Marcus (2023)
martyr,oui,Marcus,séculier,ecclésiastique,homme,Marcus (2024)
conf.,oui,Marcus,séculier,ecclésiastique,homme,Marcus (2025)
martyr,oui,Marcus,séculier,laïc,homme,Marcus (2026)
martyr,non,Margarita,séculier,laïc,femme,Margarita (2027)
martyr,oui,Margarita,séculier,laïc,femme,Margarita (2028)
conf.,oui,Margarita,régulier,laïc,femme,Margarita (2029)
conf.,oui,Margarita,régulier,ecclésiastique,femme,Margarita (2030)
conf.,oui,Margarita,régulier,laïc,femme,Margarita (2031)
conf.,oui,Margarita,séculier,laïc,femme,Margarita (2032)
martyr,oui,Margarita,séculier,laïc,femme,Margarita (2033)
conf.,oui,Margarita,régulier,laïc,femme,Margarita (2034)
conf.,oui,Margarita,séculier,laïc,femme,Margarita (2035)
martyr,oui,Margarita,séculier,laïc,femme,Margarita (2036)
conf.,oui,Margarita,séculier,laïc,femme,Margarita (2037)
conf.,oui,Margarita,régulier,laïc,femme,Margarita (2038)
conf.,non,Maria,séculier,laïc,femme,Maria (2039)
martyr,non,Maria,séculier,laïc,femme,Maria (2040)
conf.,oui,Maria,séculier,laïc,femme,Maria (2041)
conf.,oui,Maria,séculier,laïc,femme,Maria (2042)
martyr,oui,Maria,séculier,laïc,femme,Maria (2043)
conf.,oui,Maria,régulier,ecclésiastique,femme,Maria (2044)
conf.,oui,Maria,séculier,laïc,femme,Maria (2045)
conf.,oui,Maria,séculier,laïc,femme,Maria (2046)
martyr,oui,Maria,séculier,laïc,femme,Maria (2047)
martyr,oui,Maria,séculier,laïc,femme,Maria (2048)
conf.,oui,Maria,séculier,laïc,femme,Maria (2049)
conf.,oui,Maria,séculier,laïc,femme,Maria (2050)
conf.,oui,Maria,séculier,laïc,femme,Maria (2051)
conf.,oui,Maria,régulier,laïc,femme,Maria (2052)
martyr,non,Marianus,séculier,ecclésiastique,homme,Marianus (2053)
martyr,non,Marianus,séculier,ecclésiastique,homme,Marianus (2054)
conf.,oui,Marianus,régulier,ecclésiastique,homme,Marianus (2055)
martyr,oui,Marianus,séculier,ecclésiastique,homme,Marianus (2056)
conf.,oui,Marianus,régulier,ecclésiastique,homme,Marianus (2057)
martyr,oui,Marianus,séculier,ecclésiastique,homme,Marianus (2058)
conf.,oui,Marianus,régulier,ecclésiastique,homme,Marianus (2059)
conf.,oui,Marina,régulier,ecclésiastique,femme,Marina (2060)
martyr,non,Marinus,séculier,laïc,homme,Marinus (2061)
conf.,non,Marinus,séculier,ecclésiastique,homme,Marinus (2062)
martyr,oui,Marinus,séculier,ecclésiastique,homme,Marinus (2063)
martyr,oui,Marinus,séculier,laïc,homme,Marinus (2064)
martyr,oui,Marinus,régulier,ecclésiastique,homme,Marinus (2065)
martyr,oui,Marinus,séculier,laïc,homme,Marinus (2066)
conf.,oui,Marinus,régulier,ecclésiastique,homme,Marinus (2067)
conf.,oui,Marius,régulier,ecclésiastique,homme,Marius (2068)
martyr,oui,Marius,séculier,laïc,homme,Marius (2069)
conf.,oui,Marnanus,séculier,ecclésiastique,homme,Marnanus (2070)
martyr,non,Maro,séculier,laïc,homme,Maro (2071)
martyr,oui,Maro,séculier,laïc,homme,Maro (2072)
martyr,non,Martha,séculier,laïc,femme,Martha (2073)
martyr,oui,Martha,séculier,laïc,femme,Martha (2074)
martyr,oui,Martha,séculier,laïc,femme,Martha (2075)
conf.,oui,Martialis,séculier,ecclésiastique,homme,Martialis (2076)
martyr,non,Martialis,séculier,laïc,homme,Martialis (2077)
martyr,oui,Martina,séculier,laïc,femme,Martina (2078)
martyr,oui,Martinianus,séculier,laïc,homme,Martinianus (2079)
martyr,oui,Martinus,séculier,ecclésiastique,homme,Martinus (2080)
conf.,oui,Martinus,régulier,ecclésiastique,homme,Martinus (2081)
conf.,oui,Martinus,régulier,ecclésiastique,homme,Martinus (2082)
conf.,oui,Martinus,régulier,ecclésiastique,homme,Martinus (2083)
conf.,oui,Martinus,régulier,ecclésiastique,homme,Martinus (2084)
conf.,oui,Martinus,séculier,ecclésiastique,homme,Martinus (2085)
conf.,oui,Martinus,régulier,ecclésiastique,homme,Martinus (2086)
conf.,oui,Martinus,séculier,ecclésiastique,homme,Martinus (2087)
conf.,oui,Martinus,régulier,ecclésiastique,homme,Martinus (2088)
conf.,oui,Martius,régulier,ecclésiastique,homme,Martius (2089)
martyr,oui,Martyres,séculier,laïc,homme,Martyres (2090)
martyr,oui,Martyres,séculier,laïc,homme,Martyres (2091)
martyr,oui,Martyres,séculier,laïc,homme,Martyres (2092)
martyr,oui,Martyres,séculier,laïc,homme,Martyres (2093)
martyr,oui,Martyres,séculier,laïc,homme,Martyres (2094)
martyr,non,Martyrius,séculier,ecclésiastique,homme,Martyrius (2095)
conf.,oui,Martyrius,régulier,ecclésiastique,homme,Martyrius (2096)
conf.,oui,Mastidia,séculier,laïc,femme,Mastidia (2097)
conf.,oui,Maternianus,séculier,ecclésiastique,homme,Maternianus (2098)
conf.,non,Maternus,séculier,ecclésiastique,homme,Maternus (2099)
conf.,oui,Maternus,séculier,ecclésiastique,homme,Maternus (2100)
conf.,oui,Maternus,séculier,ecclésiastique,homme,Maternus (2101)
conf.,non,Mathildis,séculier,laïc,femme,Mathildis (2102)
conf.,oui,Mathildis,séculier,laïc,femme,Mathildis (2103)
conf.,oui,Mathildis,régulier,ecclésiastique,femme,Mathildis (2104)
martyr,oui,Matrona,séculier,laïc,femme,Matrona (2105)
martyr,oui,Matthaeus,séculier,ecclésiastique,homme,Matthaeus (2106)
martyr,oui,Matthias,séculier,ecclésiastique,homme,Matthias (2107)
conf.,oui,Maturinus,séculier,ecclésiastique,homme,Maturinus (2108)
conf.,oui,Maudetus,régulier,ecclésiastique,homme,Maudetus (2109)
conf.,non,Maura,séculier,laïc,femme,Maura (2110)
martyr,non,Maura,séculier,laïc,femme,Maura (2111)
martyr,non,Maura,séculier,laïc,femme,Maura (2112)
martyr,oui,Maura,séculier,laïc,femme,Maura (2113)
conf.,oui,Maura,séculier,laïc,femme,Maura (2114)
conf.,oui,Maura,séculier,laïc,femme,Maura (2115)
martyr,oui,Maura,séculier,laïc,femme,Maura (2116)
martyr,oui,Mauri,séculier,laïc,homme,Mauri (2117)
martyr,non,Maurilius,séculier,laïc,homme,Maurilius (2118)
conf.,oui,Maurilius,séculier,ecclésiastique,homme,Maurilius (2119)
martyr,oui,Maurinus,séculier,ecclésiastique,homme,Maurinus (2120)
conf.,oui,Maurinus,séculier,ecclésiastique,homme,Maurinus (2121)
martyr,oui,Maurinus,régulier,ecclésiastique,homme,Maurinus (2122)
conf.,oui,Mauritius,séculier,ecclésiastique,homme,Mauritius (2123)
martyr,oui,Mauritius,séculier,laïc,homme,Mauritius (2124)
conf.,oui,Mauritius,régulier,ecclésiastique,homme,Mauritius (2125)
conf.,oui,Mauritius,régulier,ecclésiastique,homme,Mauritius (2126)
conf.,oui,Maurontus,régulier,ecclésiastique,homme,Maurontus (2127)
martyr,non,Maurus,séculier,laïc,homme,Maurus (2128)
martyr,non,Maurus,séculier,laïc,homme,Maurus (2129)
conf.,oui,Maurus,séculier,ecclésiastique,homme,Maurus (2130)
conf.,oui,Maurus,régulier,ecclésiastique,homme,Maurus (2131)
conf.,oui,Maurus,séculier,laïc,homme,Maurus (2132)
martyr,oui,Maurus,séculier,ecclésiastique,homme,Maurus (2133)
martyr,oui,Maurus,séculier,laïc,homme,Maurus (2134)
martyr,oui,Maurus,séculier,ecclésiastique,homme,Maurus (2135)
martyr,oui,Maxellendis,séculier,laïc,femme,Maxellendis (2136)
martyr,oui,Maxentia,séculier,laïc,femme,Maxentia (2137)
conf.,oui,Maxentia,séculier,laïc,femme,Maxentia (2138)
conf.,oui,Maxentius,régulier,ecclésiastique,homme,Maxentius (2139)
martyr,non,Maxima,séculier,laïc,femme,Maxima (2140)
martyr,oui,Maxima,séculier,laïc,femme,Maxima (2141)
martyr,non,Maxima,séculier,laïc,femme,Maxima (2142)
martyr,non,Maximianus,séculier,laïc,homme,Maximianus (2143)
martyr,non,Maximianus,séculier,laïc,homme,Maximianus (2144)
conf.,oui,Maximianus,séculier,ecclésiastique,homme,Maximianus (2145)
conf.,oui,Maximianus,séculier,ecclésiastique,homme,Maximianus (2146)
martyr,non,Maximilianus,séculier,laïc,homme,Maximilianus (2147)
martyr,oui,Maximilianus,séculier,ecclésiastique,homme,Maximilianus (2148)
martyr,oui,Maximilianus,séculier,laïc,homme,Maximilianus (2149)
conf.,oui,Maximinus,séculier,ecclésiastique,homme,Maximinus (2150)
conf.,oui,Maximinus,régulier,ecclésiastique,homme,Maximinus (2151)
conf.,oui,Maximinus,séculier,ecclésiastique,homme,Maximinus (2152)
martyr,non,Maximus,séculier,laïc,homme,Maximus (2153)
martyr,non,Maximus,séculier,laïc,homme,Maximus (2154)
martyr,oui,Maximus,séculier,laïc,homme,Maximus (2155)
martyr,oui,Maximus,séculier,laïc,homme,Maximus (2156)
conf.,oui,Maximus,régulier,ecclésiastique,homme,Maximus (2157)
conf.,oui,Maximus,régulier,ecclésiastique,homme,Maximus (2158)
martyr,oui,Maximus,séculier,laïc,homme,Maximus (2159)
martyr,oui,Maximus,séculier,laïc,homme,Maximus (2160)
martyr,oui,Maximus,régulier,ecclésiastique,homme,Maximus (2161)
conf.,oui,Maximus,séculier,ecclésiastique,homme,Maximus (2162)
conf.,oui,Maximus,séculier,ecclésiastique,homme,Maximus (2163)
conf.,oui,Maximus,séculier,ecclésiastique,homme,Maximus (2164)
conf.,oui,Mazota,séculier,laïc,femme,Mazota (2165)
conf.,oui,Mechtildis,régulier,ecclésiastique,femme,Mechtildis (2166)
conf.,oui,Mechtildis,séculier,laïc,femme,Mechtildis (2167)
conf.,oui,Medana,séculier,laïc,femme,Medana (2168)
conf.,oui,Medardus,séculier,ecclésiastique,homme,Medardus (2169)
conf.,oui,Medericus,séculier,ecclésiastique,homme,Medericus (2170)
martyr,oui,Medicus,séculier,laïc,homme,Medicus (2171)
martyr,oui,Meginratus,régulier,ecclésiastique,homme,Meginratus (2172)
martyr,non,Megistus,séculier,laïc,homme,Megistus (2173)
conf.,oui,Meingoldus,séculier,laïc,homme,Meingoldus (2174)
conf.,oui,Meinulfus,séculier,ecclésiastique,homme,Meinulfus (2175)
conf.,oui,Meinwercus,séculier,ecclésiastique,homme,Meinwercus (2176)
conf.,oui,Melania,régulier,laïc,femme,Melania (2177)
conf.,oui,Melania,régulier,laïc,femme,Melania (2178)
conf.,oui,Melanius,séculier,ecclésiastique,homme,Melanius (2179)
martyr,non,Meleusippus,séculier,laïc,homme,Meleusippus (2180)
conf.,oui,Mellitus,séculier,ecclésiastique,homme,Mellitus (2181)
conf.,oui,Mellonus,séculier,ecclésiastique,homme,Mellonus (2182)
martyr,oui,Melorus,séculier,laïc,homme,Melorus (2183)
conf.,oui,Memmius,séculier,ecclésiastique,homme,Memmius (2184)
martyr,oui,Memorius,séculier,ecclésiastique,homme,Memorius (2185)
conf.,oui,Meneleus,régulier,ecclésiastique,homme,Meneleus (2186)
conf.,oui,Menna,régulier,ecclésiastique,femme,Menna (2187)
martyr,oui,Mennas,séculier,laïc,homme,Mennas (2188)
conf.,oui,Mennas,régulier,ecclésiastique,homme,Mennas (2189)
conf.,non,Menricus,régulier,ecclésiastique,homme,Menricus (2190)
conf.,oui,Menulfus,séculier,ecclésiastique,homme,Menulfus (2191)
conf.,oui,Mercurialis,séculier,ecclésiastique,homme,Mercurialis (2192)
martyr,oui,Mercurius,séculier,laïc,homme,Mercurius (2193)
conf.,oui,Merinus,séculier,ecclésiastique,homme,Merinus (2194)
martyr,non,Merita,séculier,laïc,femme,Merita (2195)
conf.,oui,Merovaeus,régulier,ecclésiastique,homme,Merovaeus (2196)
conf.,oui,Merovaeus,séculier,laïc,homme,Merovaeus (2197)
conf.,non,Merulus,régulier,ecclésiastique,homme,Merulus (2198)
conf.,non,Merwinna,régulier,ecclésiastique,femme,Merwinna (2199)
conf.,non,Methodius,séculier,ecclésiastique,homme,Methodius (2200)
conf.,oui,Metro,séculier,ecclésiastique,homme,Metro (2201)
conf.,oui,Mevennus,régulier,ecclésiastique,homme,Mevennus (2202)
conf.,oui,Michael,séculier,laïc,homme,Michael (2203)
conf.,oui,Michelina,régulier,laïc,femme,Michelina (2204)
conf.,oui,Migetius,séculier,ecclésiastique,homme,Migetius (2205)
conf.,oui,Milburga,régulier,ecclésiastique,femme,Milburga (2206)
conf.,oui,Mildreda,régulier,ecclésiastique,femme,Mildreda (2207)
conf.,oui,Miltiades,séculier,ecclésiastique,homme,Miltiades (2208)
martyr,oui,Minias,séculier,laïc,homme,Minias (2209)
conf.,oui,Miro,régulier,ecclésiastique,homme,Miro (2210)
conf.,oui,Mirus,régulier,ecclésiastique,homme,Mirus (2211)
conf.,oui,Mitrias,séculier,laïc,homme,Mitrias (2212)
conf.,oui,Mochoemocus,régulier,ecclésiastique,homme,Mochoemocus (2213)
conf.,oui,Mochteus,séculier,ecclésiastique,homme,Mochteus (2214)
